remove_72hour_password_verification_summary	72시간 동안 비밀번호로 잠금을 해제하지 않으면 비밀번호 입력을 요구하는 보안 제한을 해제합니다. 기기를 다시 시작하면 적용됩니다.
alarmclock_widget_redone_mode	시계 위젯의 숫자 1 강조
remove_alarmclock_widget_redone	홈 화면 시계의 빨간색 1 없애기
remove_alarmclock_widget_redone_pro	홈 화면 시계의 빨간색 1 없애기(강화)
remove_alarmclock_widget_redone_pro_summary	일반 옵션이 작동하지 않을 때만 사용하세요. 두 방식을 함께 적용하면 오류가 발생합니다.
Desktop	홈 화면
AppBadgeRelated	앱 배지
remove_app_shortcut_badge	앱 바로가기 배지 숨기기
remove_app_work_badge	업무 프로필 배지 숨기기
remove_app_clone_badge	앱 복제 배지 숨기기
launcher_layout_related	홈 화면 배치
launcher_layout_row_colume	홈 화면에서 지원할 최대 행·열 수
launcher_layout_enable	홈 화면 아이콘 배치 변경
launcher_layout_max_rows	홈 화면 최대 행 수
launcher_layout_max_columns	홈 화면 최대 열 수
RecentTaskListRelated	최근 앱 화면
long_press_app_icon_open_app_details	앱 아이콘을 길게 눌러 앱 정보 열기
remove_recent_task_list_clear_button	최근 앱의 모두 닫기 버튼 숨기기
remove_bottom_app_icon_of_recent_task_list	최근 앱 화면 하단의 앱 아이콘 숨기기
PaginationComponentRelated	페이지 표시기
remove_pagination_component	홈 화면 페이지 표시기 숨기기
remove_folder_pagination_component	폴더 페이지 표시기 숨기기
disable_pagination_component_sliding	페이지 표시기를 밀어 이동하는 동작 끄기
FolderLayoutRelated	폴더 배치
remove_folder_preview_background	폴더 미리보기 배경 없애기
enable_folder_layout_adjustment	폴더 배치 변경
set_icon_columns_in_folder	폴더 안의 아이콘 열 수
launcher_events	홈 화면 동작
Application	앱
AppStartupRelated	앱 실행
disable_splash_screen	앱 시작 화면 끄기
disable_splash_screen_summary	시작 애니메이션을 없애면 앱이 열릴 때 1~2초간 빈 화면이 보일 수 있습니다. 불편하다면 켜지 마세요.
disable_preload_splash	모든 앱에 시작 화면 사용
disable_preload_splash_summary	기기를 다시 시작해야 합니다.
APPRelatedList	앱별 기능 목록
enable_zoom_window	사용자 지정 지원 목록 사용
zoom_window_support_list	팝업 창 지원 앱
zoom_window_support_list_summary	필요한 앱만 선택하세요. 일부 앱에서는 예상하지 못한 문제가 발생할 수 있습니다.
multi_app_enable	사용자 지정 목록으로 대체
multi_app_custom_list	앱 복제 지원 목록 바꾸기
multi_app_custom_list_summary	기존 앱 복제 지원 목록을 이 목록으로 대체합니다. 앱을 너무 많이 선택하면 느려질 수 있습니다.
dark_mode_support_list	다크 모드 지원 앱
cur_type_none	없음
custom_config_app_intent_list	앱 인텐트 목록 설정
custom_config_app_intent_list_summary	기기를 다시 시작해야 합니다.
set_multi_app_support_mode	앱 복제 지원 방식
set_multi_app_support_mode_summary	기기를 다시 시작해야 합니다.\n일부 기기에서는 전체 앱 목록을 사용할 수 없으며, 해당 기기용 앱 복제 앱을 설치해야 합니다.
